timestamp,value
13:30:35.246,136
13:30:35.246,136
13:30:35.246,136
13:30:35.246,136
13:30:35.246,136
13:30:35.246,135
13:30:35.246,135
13:30:35.247,135
13:30:35.247,135
13:30:35.247,135
13:30:35.247,135
13:30:35.247,135
13:30:35.247,135
13:30:35.247,135
13:30:35.247,135
13:30:35.247,135
13:30:35.247,135
13:30:35.247,135
13:30:35.247,135
13:30:35.248,135
13:30:35.248,135
13:30:35.248,135
13:30:35.248,135
13:30:35.248,135
13:30:35.248,135
13:30:35.248,135
13:30:35.248,135
13:30:35.248,135
13:30:35.248,135
13:30:35.248,135
13:30:35.248,135
13:30:35.249,135
13:30:35.249,135
13:30:35.249,135
13:30:35.249,135
13:30:35.249,135
13:30:35.249,135
13:30:35.249,135
13:30:35.249,135
13:30:35.249,135
13:30:35.249,135
13:30:35.249,135
13:30:35.249,135
13:30:35.250,135
13:30:35.250,135
13:30:35.250,135
13:30:35.250,135
13:30:35.250,135
13:30:35.250,135
13:30:35.250,135
13:30:35.250,135
13:30:35.250,135
13:30:35.250,135
13:30:35.251,135
13:30:35.399,135
13:30:35.399,135
13:30:35.399,135
13:30:35.399,134
13:30:35.399,135
13:30:35.399,134
13:30:35.399,134
13:30:35.399,134
13:30:35.399,134
13:30:35.399,134
13:30:35.400,134
13:30:35.400,135
13:30:35.400,134
13:30:35.400,134
13:30:35.401,134
13:30:35.478,134
13:30:35.479,134
13:30:35.479,134
13:30:35.479,134
13:30:35.479,134
13:30:35.479,134
13:30:35.479,134
13:30:35.481,134
13:30:35.575,134
13:30:35.575,134
13:30:35.576,134
13:30:35.576,134
13:30:35.576,134
13:30:35.576,134
13:30:35.576,134
13:30:35.576,134
13:30:35.576,134
13:30:35.678,134
13:30:35.678,134
13:30:35.678,134
13:30:35.678,134
13:30:35.678,134
13:30:35.678,134
13:30:35.678,134
13:30:35.678,134
13:30:35.678,134
13:30:35.678,134
13:30:35.682,134
13:30:35.775,134
13:30:35.775,134
13:30:35.775,134
13:30:35.775,134
13:30:35.775,134
13:30:35.775,135
13:30:35.775,134
13:30:35.775,134
13:30:35.776,134
13:30:35.867,134
13:30:35.867,134
13:30:35.868,135
13:30:35.868,135
13:30:35.868,135
13:30:35.868,134
13:30:35.868,134
13:30:35.868,134
13:30:35.868,134
13:30:35.954,134
13:30:35.954,134
13:30:35.954,135
13:30:35.954,135
13:30:35.954,135
13:30:35.954,135
13:30:35.954,135
13:30:35.954,134
13:30:35.955,135
13:30:36.051,135
13:30:36.051,134
13:30:36.051,134
13:30:36.051,135
13:30:36.051,134
13:30:36.051,134
13:30:36.052,134
13:30:36.052,134
13:30:36.052,134
13:30:36.054,134
13:30:36.160,134
13:30:36.161,134
13:30:36.161,134
13:30:36.161,134
13:30:36.161,134
13:30:36.161,134
13:30:36.161,134
13:30:36.161,134
13:30:36.162,134
13:30:36.162,134
13:30:36.165,134
13:30:36.252,134
13:30:36.252,134
13:30:36.252,134
13:30:36.252,134
13:30:36.252,134
13:30:36.252,134
13:30:36.252,134
13:30:36.252,134
13:30:36.255,134
13:30:36.340,134
13:30:36.340,134
13:30:36.341,134
13:30:36.341,134
13:30:36.341,134
13:30:36.341,134
13:30:36.341,134
13:30:36.341,134
13:30:36.345,134
13:30:36.452,134
13:30:36.453,134
13:30:36.453,134
13:30:36.453,134
13:30:36.453,134
13:30:36.453,134
13:30:36.453,134
13:30:36.453,134
13:30:36.453,134
13:30:36.454,134
13:30:36.456,134
13:30:36.533,134
13:30:36.533,134
13:30:36.533,134
13:30:36.533,134
13:30:36.533,134
13:30:36.534,134
13:30:36.534,134
